datetime,symbol,open,high,low,close,volume
2022-01-02 23:00:00,COMEX:GC1!,1830.1,1833.0,1826.5,1827.0,10656.0
2022-01-03 03:00:00,COMEX:GC1!,1827.1,1827.9,1824.5,1826.2,5861.0
2022-01-03 07:00:00,COMEX:GC1!,1826.3,1828.0,1821.6,1827.1,14604.0
2022-01-03 11:00:00,COMEX:GC1!,1827.2,1827.7,1802.7,1802.9,61218.0
2022-01-03 15:00:00,COMEX:GC1!,1802.9,1806.7,1798.2,1801.5,50915.0
2022-01-03 19:00:00,COMEX:GC1!,1801.5,1804.4,1800.9,1801.3,10789.0
2022-01-03 23:00:00,COMEX:GC1!,1801.1,1807.2,1801.0,1805.1,12778.0
2022-01-04 03:00:00,COMEX:GC1!,1805.1,1806.0,1802.8,1803.1,10357.0
2022-01-04 07:00:00,COMEX:GC1!,1803.1,1809.0,1801.6,1805.7,20644.0
2022-01-04 11:00:00,COMEX:GC1!,1805.7,1811.6,1798.1,1810.8,51509.0
2022-01-04 15:00:00,COMEX:GC1!,1810.8,1817.2,1807.9,1815.6,51379.0
2022-01-04 19:00:00,COMEX:GC1!,1815.7,1815.8,1813.8,1814.9,7194.0
2022-01-04 23:00:00,COMEX:GC1!,1815.2,1816.3,1813.1,1815.8,7344.0
2022-01-05 03:00:00,COMEX:GC1!,1815.8,1817.1,1812.8,1813.5,6555.0
2022-01-05 07:00:00,COMEX:GC1!,1813.4,1820.9,1812.7,1819.0,17467.0
2022-01-05 11:00:00,COMEX:GC1!,1819.0,1830.7,1815.1,1826.6,53675.0
2022-01-05 15:00:00,COMEX:GC1!,1826.6,1827.4,1820.8,1824.3,31740.0
2022-01-05 19:00:00,COMEX:GC1!,1824.2,1825.1,1808.2,1810.6,37371.0
2022-01-05 23:00:00,COMEX:GC1!,1810.6,1811.6,1807.0,1809.1,13020.0
2022-01-06 03:00:00,COMEX:GC1!,1809.1,1809.4,1798.8,1801.6,20058.0
2022-01-06 07:00:00,COMEX:GC1!,1801.6,1807.4,1793.2,1801.3,43717.0
2022-01-06 11:00:00,COMEX:GC1!,1801.4,1801.8,1785.4,1791.6,70887.0
2022-01-06 15:00:00,COMEX:GC1!,1791.7,1795.9,1787.1,1787.1,44004.0
2022-01-06 19:00:00,COMEX:GC1!,1787.2,1790.9,1785.8,1790.9,10683.0
2022-01-06 23:00:00,COMEX:GC1!,1791.0,1792.5,1788.7,1791.4,8701.0
2022-01-07 03:00:00,COMEX:GC1!,1791.3,1792.9,1788.2,1789.3,7542.0
2022-01-07 07:00:00,COMEX:GC1!,1789.4,1793.6,1787.1,1790.9,14031.0
2022-01-07 11:00:00,COMEX:GC1!,1790.9,1796.3,1781.3,1790.5,72906.0
2022-01-07 15:00:00,COMEX:GC1!,1790.4,1798.4,1785.7,1796.1,50074.0
2022-01-07 19:00:00,COMEX:GC1!,1796.1,1797.4,1794.0,1796.5,8771.0
2022-01-09 23:00:00,COMEX:GC1!,1796.4,1796.4,1789.5,1793.6,10256.0
2022-01-10 03:00:00,COMEX:GC1!,1793.5,1793.5,1790.5,1792.2,8570.0
2022-01-10 07:00:00,COMEX:GC1!,1792.1,1800.5,1790.3,1799.2,20327.0
2022-01-10 11:00:00,COMEX:GC1!,1799.3,1802.0,1789.3,1793.6,42743.0
2022-01-10 15:00:00,COMEX:GC1!,1793.6,1801.4,1791.1,1799.8,41616.0
2022-01-10 19:00:00,COMEX:GC1!,1799.8,1801.7,1798.9,1801.3,8028.0
2022-01-10 23:00:00,COMEX:GC1!,1801.3,1805.9,1799.7,1804.6,10291.0
2022-01-11 03:00:00,COMEX:GC1!,1804.6,1809.2,1804.4,1807.5,10753.0
2022-01-11 07:00:00,COMEX:GC1!,1807.5,1810.0,1804.2,1805.6,16109.0
2022-01-11 11:00:00,COMEX:GC1!,1805.6,1808.6,1801.1,1805.5,31733.0
2022-01-11 15:00:00,COMEX:GC1!,1805.5,1820.4,1804.9,1820.0,62548.0
2022-01-11 19:00:00,COMEX:GC1!,1820.0,1823.1,1818.9,1821.5,10790.0
2022-01-11 23:00:00,COMEX:GC1!,1821.3,1822.6,1818.4,1819.3,11411.0
2022-01-12 03:00:00,COMEX:GC1!,1819.3,1821.5,1817.5,1819.9,7232.0
2022-01-12 07:00:00,COMEX:GC1!,1819.9,1820.3,1814.4,1817.2,15765.0
2022-01-12 11:00:00,COMEX:GC1!,1817.2,1825.5,1816.0,1821.8,54144.0
2022-01-12 15:00:00,COMEX:GC1!,1821.8,1828.0,1820.0,1826.0,49077.0
2022-01-12 19:00:00,COMEX:GC1!,1826.0,1828.2,1825.2,1825.7,8760.0
2022-01-12 23:00:00,COMEX:GC1!,1825.7,1826.7,1823.8,1824.2,7486.0
2022-01-13 03:00:00,COMEX:GC1!,1824.2,1828.3,1824.2,1825.2,7032.0
2022-01-13 07:00:00,COMEX:GC1!,1825.1,1827.6,1818.6,1822.2,22900.0
2022-01-13 11:00:00,COMEX:GC1!,1822.3,1825.9,1817.4,1818.1,39967.0
2022-01-13 15:00:00,COMEX:GC1!,1818.1,1821.9,1811.8,1820.1,50909.0
2022-01-13 19:00:00,COMEX:GC1!,1820.1,1822.6,1819.9,1822.1,6927.0
2022-01-13 23:00:00,COMEX:GC1!,1822.1,1825.3,1819.1,1824.9,12520.0
2022-01-14 03:00:00,COMEX:GC1!,1825.0,1828.0,1824.5,1826.6,8941.0
2022-01-14 07:00:00,COMEX:GC1!,1826.5,1829.3,1821.2,1823.4,20255.0
2022-01-14 11:00:00,COMEX:GC1!,1823.4,1827.5,1818.0,1824.5,58475.0
2022-01-14 15:00:00,COMEX:GC1!,1824.4,1825.8,1814.2,1816.7,44465.0
2022-01-14 19:00:00,COMEX:GC1!,1816.6,1818.6,1815.8,1817.3,8818.0
2022-01-16 23:00:00,COMEX:GC1!,1818.7,1818.9,1812.2,1817.4,10602.0
